"Term","Course_ID","Offer_Nbr","Class_Nbr","Section","Enrl_Stat","Class_Stat","Assoc","Session","Auto_Enrol","Auto_Enr_2","Class_Type","Cap_Enrl","Tot_Enrl","Comb_Sects_ID","Combined_Sect_Cap_Enrl","Combined_Sect_Tot_Enrl"
"3710","004078","1","12815","PR01","Open","Active","10","1","","","Non-Enrol","51","50","","",""
"3710","107668","1","14000","WR08","Open","Active","10","1","","","Non-Enrol","10","1","","",""
"3710","019615","1","13465","WR02","Open","Active","10","1","","","Non-Enrol","20","13","","",""
"3720","105070","1","24074","TU01","Closed","Active","10","1","","","Non-Enrol","20","20","","",""
"3720","104880","1","21214","SG03","Closed","Active","10","1","","","Non-Enrol","30","30","","",""
"3720","003127","1","21891","LA03","Closed","Active","10","1","","","Non-Enrol","12","12","","",""
"3720","003241","1","20017","RE06","Open","Active","10","FY2","","","Non-Enrol","14","13","","",""
"3710","104406","1","11660","WR01","Open","Active","10","1","","","Non-Enrol","5","0","","",""
"3710","102281","1","11527","PR09","Open","Active","10","1","","","Non-Enrol","80","57","","",""
"3710","107049","1","15463","SG04","Closed","Active","10","1","","","Non-Enrol","10","10","","",""
"3710","018078","1","10354","RE02","Closed","Active","10","FY1","","","Non-Enrol","14","14","","",""
"3720","106716","1","21275","LE01","Closed","Active","10","1","","","Non-Enrol","120","120","","",""
"3710","105114","1","14095","TU05","Open","Active","10","1","","","Non-Enrol","20","19","","",""
"3720","104443","1","23216","PR05","Closed","Active","10","1","","","Non-Enrol","8","8","","",""
"3710","109009","1","11240","SG17","Open","Active","10","1","","","Non-Enrol","18","16","","",""
"3710","106472","1","10741","PR02","Open","Active","10","FY1","","","Non-Enrol","86","84","","",""
"3720","107306","1","20336","TU01","Open","Active","10","1","","","Non-Enrol","40","37","","",""
"3710","006378","1","13036","TU03","Open","Active","10","1","","","Non-Enrol","15","13","","",""
"3710","104836","1","12701","TU01","Open","Active","10","1","","","Non-Enrol","1","0","","",""
"3710","106010","1","14899","CL02","Open","Active","10","FY1","","","Non-Enrol","45","22","","",""
"3720","108186","1","20185","TE03","Open","Active","10","1","","","Non-Enrol","10","0","","",""
"3720","109011","1","23812","TU02","Closed","Active","10","1","","","Non-Enrol","15","15","","",""
"3720","104410","1","23903","PR12","Closed","Active","10","1","","","Non-Enrol","16","16","","",""
"3720","109015","1","24513","WR16","Closed","Active","10","1","","","Non-Enrol","10","10","","",""
"3710","106010","1","18386","TU09","Closed","Active","10","FY1","","","Non-Enrol","10","10","","",""
"3710","104035","1","12148","TU02","Open","Active","10","1","","","Non-Enrol","35","31","","",""
"3710","103360","1","10516","PR01","Open","Active","10","1","","","Non-Enrol","24","10","","",""
"3744","105837","1","42480","TU0","Open","Active","10","1","","","Non-Enrol","5","0","","",""
"3710","102336","1","13027","TU02","Closed","ToBeCancel","10","1","","","Non-Enrol","10","0","","",""
"3710","103549","1","10026","WR01","Open","Active","10","1","","","Non-Enrol","15","4","","",""
"3710","109009","1","11252","SG05","Open","Active","10","1","","","Non-Enrol","18","17","","",""
"3710","104286","1","11468","TU09","Open","Active","10","1","","","Non-Enrol","16","14","","",""
"3720","104880","1","21213","SG04","Closed","Active","10","1","","","Non-Enrol","27","27","","",""
"3710","108965","1","12506","CO04","Open","Active","10","1","","","Non-Enrol","40","39","","",""
"3720","104902","1","22255","TU01","Closed","Active","10","1","","","Non-Enrol","24","24","","",""
"3710","103961","2","10054","SG04","Open","Active","10","1","","","Non-Enrol","12","9","","",""
"3710","108672","1","14296","TU13","Open","Active","10","1","","","Non-Enrol","27","25","","",""
"3720","108152","1","22216","SG07","Closed","Tentative","10","1","","","Non-Enrol","32","0","","",""
"3710","104408","1","10484","PR03","Open","Active","10","1","","","Non-Enrol","24","16","","",""
"3710","102171","1","18824","SE02","Closed","Active","11","FY1","","","Non-Enrol","15","15","","",""
"3710","107666","1","18560","WR03","Open","Active","10","1","","","Non-Enrol","10","0","","",""
"3720","102351","1","28654","TU03","Open","Active","10","1","","","Non-Enrol","20","14","","",""
"3720","104722","1","22096","SE01","Open","Active","10","1","","","Non-Enrol","40","18","","",""
"3720","104929","1","22809","TU08","Closed","Active","10","1","","","Non-Enrol","25","25","","",""
"3710","106028","1","14110","TU07","Closed","Active","10","1","","","Non-Enrol","20","20","","",""
"3710","107049","1","15465","SG06","Closed","Active","10","1","","","Non-Enrol","10","10","","",""
"3720","105671","1","24683","TU02","Open","Active","10","1","","","Non-Enrol","7","6","","",""
"3710","002618","1","13052","PR01","Open","Active","10","1","","","Non-Enrol","30","18","","",""
"3710","106504","1","12811","TU01","Open","Active","10","1","","","Non-Enrol","60","53","","",""
"3710","106111","1","11305","PR02","Open","Active","10","1","","","Non-Enrol","35","27","","",""
"3720","102130","1","22557","TU25","Closed","Active","10","1","","","Non-Enrol","18","18","","",""
"3710","105875","1","18595","TU09","Closed","Tentative","10","1","","","Non-Enrol","20","0","","",""
"3710","014242","1","10884","WR01","Closed","Tentative","10","1","","","Non-Enrol","15","0","","",""
"3710","104790","1","10850","SE03","Open","Active","10","1","","","Non-Enrol","30","29","","",""
"3720","108236","1","28791","WR25","Open","Active","10","1","","","Non-Enrol","10","0","","",""
"3720","104778","1","22098","TU01","Open","Active","10","1","","","Non-Enrol","24","18","","",""
"3720","105433","1","21049","TU05","Open","Active","10","1","","","Non-Enrol","22","20","","",""
"3720","105066","1","24014","SG09","Closed","Active","10","1","","","Non-Enrol","20","20","","",""
"3720","104267","1","24638","PR01","Open","Active","10","1","","","Non-Enrol","15","14","","",""
"3710","106010","1","10393","TU05","Open","Active","10","FY1","","","Non-Enrol","10","3","","",""
"3720","106631","1","21281","TU02","Closed","Active","10","1","","","Non-Enrol","23","23","","",""
"3720","104256","1","24272","LE01","Open","Active","10","1","","","Non-Enrol","200","177","","",""
"3710","106625","1","13563","TU01","Open","Active","10","1","","","Non-Enrol","20","10","","",""
"3710","104363","1","15319","PR03","Open","Active","10","1","","","Non-Enrol","34","33","","",""
"3710","013643","1","13472","WR03","Open","Active","10","1","","","Non-Enrol","21","18","","",""
"3720","106012","1","20284","LE01","Open","Active","10","FY2","","","Non-Enrol","80","67","","",""
"3720","105341","1","24689","TU02","Open","Active","10","1","","","Non-Enrol","20","16","","",""
"3710","104209","1","15061","TU01","Open","Active","10","1","","","Non-Enrol","80","56","","",""
"3710","104691","1","12151","TU01","Open","Active","10","1","","","Non-Enrol","70","62","","",""
"3710","105872","2","11362","WR05","Closed","Tentative","10","1","","","Non-Enrol","15","0","","",""
"3720","106624","1","23658","TU01","Open","Active","10","1","","","Non-Enrol","20","0","","",""
"3710","108712","1","14349","TU08","Open","Active","10","1","","","Non-Enrol","24","23","","",""
"3720","104442","1","22402","LA02","Open","Active","10","1","","","Non-Enrol","6","5","","",""
"3710","108967","1","12521","PR01","Open","Active","10","1","","","Non-Enrol","18","17","","",""
"3710","016878","1","13421","WR02","Open","Active","10","1","","","Non-Enrol","30","25","","",""
"3710","107829","1","13220","PJ01","Open","Active","10","FY1","","","Non-Enrol","90","83","","",""
"3720","001956","2","22784","WR02","Closed","Active","10","1","","","Non-Enrol","25","26","","",""
"3710","105439","2","11342","PR01","Closed","Active","10","1","","","Non-Enrol","10","10","","",""
"3710","108672","1","14288","TU21","Closed","Active","10","1","","","Non-Enrol","26","26","","",""
"3720","102760","1","20951","TU02","Closed","Active","10","1","","","Non-Enrol","23","23","","",""
"3720","108841","1","25042","SE01","Closed","Active","10","1","","","Non-Enrol","30","30","","",""
"3710","105597","1","11824","PR06","Closed","Active","10","1","","","Non-Enrol","5","5","","",""
"3720","007669","1","21947","TU01","Open","Active","10","1","","","Non-Enrol","14","9","","",""
"3720","103947","1","20555","LA01","Closed","Active","10","1","","","Non-Enrol","12","12","","",""
"3720","104267","1","23291","WR01","Closed","Active","10","1","","","Non-Enrol","11","11","","",""
"3720","108236","1","25166","WR09","Open","Active","10","1","","","Non-Enrol","20","2","","",""
"3710","106816","1","10821","SE01","Open","Active","10","1","","","Non-Enrol","30","25","","",""
"3744","108843","1","42122","TU01","Open","Active","10","1","","","Non-Enrol","5","1","","",""
"3710","005543","1","11038","LA02","Closed","Active","10","1","","","Non-Enrol","25","25","","",""
"3720","009901","1","22525","TU06","Closed","Active","10","1","","","Non-Enrol","10","10","","",""
"3720","108412","1","23630","CL01","Open","Active","10","FY2","","","Non-Enrol","70","48","","",""
"3710","102244","1","14149","WR10","Open","Active","10","1","","","Non-Enrol","18","15","","",""
"3720","004468","1","22885","TU05","Closed","Active","10","1","","","Non-Enrol","15","15","","",""
"3710","105004","1","12534","SG01","Open","Active","10","1","","","Non-Enrol","120","91","","",""
"3720","109038","1","21389","SG17","Closed","Active","10","1","","","Non-Enrol","15","15","","",""
"3720","108672","1","24209","TU10","Closed","Active","10","1","","","Non-Enrol","25","25","","",""
"3720","107052","1","22149","TU10","Open","Active","10","1","","","Non-Enrol","24","23","","",""
"3720","101888","1","20530","LA01","Closed","Active","10","1","","","Non-Enrol","10","10","","",""
"3720","003249","1","20157","PR01","Closed","Active","10","FY2","","","Non-Enrol","10","10","","",""
"3710","107271","1","18551","WR02","Open","Active","10","1","","","Non-Enrol","10","0","","",""
"3720","006878","1","23290","WR18","Closed","Tentative","10","1","","","Non-Enrol","25","0","","",""
"3720","105570","1","23697","TU09","Closed","Active","10","FY2","CL01","","Non-Enrol","6","6","","",""
"3710","108165","1","18818","TU03","Open","Active","10","1","","","Non-Enrol","8","7","","",""
"3710","109097","1","15233","CO01","Open","Active","10","1","","","Non-Enrol","40","27","","",""
"3720","107044","1","25343","SG04","Closed","Active","10","1","","","Non-Enrol","10","10","","",""
"3720","105591","1","22426","PR01","Closed","Active","10","1","","","Non-Enrol","11","11","","",""
"3720","008097","1","21884","CL02","Closed","Active","12","FY2","","","Non-Enrol","12","12","","",""
"3710","004967","1","10601","LA06","Open","Active","10","1","","","Non-Enrol","25","20","","",""
"3720","106547","1","28320","SE01","Open","Active","10","FY2","","","Non-Enrol","27","24","","",""
"3710","101930","1","19102","PR02","Open","Active","10","1","","","Non-Enrol","8","2","","",""
"3720","106473","1","23138","TU02","Closed","Active","10","FY2","","","Non-Enrol","20","20","","",""
"3710","102482","1","11317","TU07","Open","Active","10","1","","","Non-Enrol","27","25","","",""
"3710","107038","1","15444","SG03","Open","Active","10","1","","","Non-Enrol","11","10","","",""
"3710","107038","1","11863","LE01","Open","Active","10","1","","","Non-Enrol","170","160","","",""
"3720","106511","1","21626","PR01","Open","Active","10","1","","","Non-Enrol","3","1","","",""
"3710","009786","2","10410","LA04","Open","Active","10","1","","","Non-Enrol","45","44","","",""
"3710","019615","1","13702","PR03","Open","Active","10","1","","","Non-Enrol","17","14","","",""
"3710","108670","1","14274","WR10","Open","Active","10","1","","","Non-Enrol","35","34","","",""
"3720","108968","1","22041","WR02","Open","Active","10","1","","","Non-Enrol","50","40","","",""
"3720","106519","1","21616","TU01","Open","Active","10","1","","","Non-Enrol","40","38","","",""
"3710","102628","1","15379","PR02","Open","Active","10","1","","","Non-Enrol","40","39","","",""
"3710","013249","1","10118","PR03","Closed","Active","10","FY1","","","Non-Enrol","10","10","","",""
"3720","107443","1","25315","WR01","Open","Active","10","1","","","Non-Enrol","30","12","","",""
"3710","105597","1","11827","PR03","Open","Active","10","1","","","Non-Enrol","5","3","","",""
"3710","104276","1","11485","TU07","Open","Active","10","1","","","Non-Enrol","18","17","","",""
"3710","013637","1","15017","TU01","Open","Active","10","1","","","Non-Enrol","22","21","","",""
"3720","108243","1","23854","WR01","Open","Active","10","1","","","Non-Enrol","30","6","","",""
"3710","101879","1","12461","PR01","Open","Active","10","1","","","Non-Enrol","10","9","","",""
"3720","102244","1","21734","WR09","Closed","Active","10","1","","","Non-Enrol","18","18","","",""
"3710","108158","1","15289","TU10","Open","Active","10","1","","","Non-Enrol","27","25","","",""
"3710","108237","1","11790","WR10","Open","Active","10","1","","","Non-Enrol","20","4","","",""
"3710","107732","1","12043","PR06","Closed","Stop Enrl","10","1","","","Non-Enrol","0","0","","",""
"3720","102130","1","22561","PR04","Open","Active","10","1","","","Non-Enrol","92","90","","",""
"3710","106028","1","14105","TU02","Open","Active","10","1","","","Non-Enrol","20","15","","",""
"3720","108670","1","22357","WR04","Closed","Active","10","1","","","Non-Enrol","35","35","","",""
"3710","108192","1","11391","TE01","Open","Active","10","1","","","Non-Enrol","10","0","","",""
"3710","104402","1","11609","WR06","Open","Active","10","1","","","Non-Enrol","15","11","","",""
"3720","106384","1","22879","SG06","Open","Active","10","1","","","Non-Enrol","24","18","","",""
"3744","105827","1","42078","TU01","Open","Active","10","1","","","Non-Enrol","10","1","","",""
"3742","108870","1","40163","TU01","Open","Active","10","1","","","Non-Enrol","5","1","","",""
"3720","102232","1","20464","LA11","Open","Active","10","1","","","Non-Enrol","31","22","","",""
"3720","105877","1","21927","TU06","Open","Active","16","1","","","Non-Enrol","24","23","","",""
"3710","013643","1","13480","WR12","Closed","Tentative","10","1","","","Non-Enrol","0","0","","",""
"3710","102331","1","15189","LE01","Open","Active","10","1","","","Non-Enrol","165","155","","",""
"3720","106530","1","21974","SE01","Closed","Active","10","1","","","Non-Enrol","44","44","","",""
"3710","108279","1","10751","TU03","Open","Active","10","1","","","Non-Enrol","100","51","","",""
"3720","102130","1","22544","TU12","Closed","Active","10","1","","","Non-Enrol","18","18","","",""
"3710","106890","1","10454","CL01","Open","Active","10","FY1","","","Non-Enrol","90","71","","",""
"3720","108238","1","28522","WRK0","Open","Active","10","1","","","Non-Enrol","50","5","","",""
"3720","108522","1","24339","LE01","Closed","Active","10","1","","","Non-Enrol","250","250","","",""
"3720","106387","1","28407","TU07","Closed","Active","10","1","","","Non-Enrol","10","10","","",""
"3710","013762","1","10106","PR07","Open","Active","10","FY1","","","Non-Enrol","12","11","","",""
"3720","105971","1","23106","CO01","Open","Active","10","1","","","Non-Enrol","20","11","","",""
"3720","108246","1","21169","WR01","Closed","Active","10","1","","","Non-Enrol","5","5","","",""
"3710","104405","1","11626","PR02","Closed","Active","10","1","","","Non-Enrol","8","8","","",""
"3720","107800","1","22461","TU01","Closed","Active","10","1","","","Non-Enrol","25","25","","",""
"3710","013249","1","10116","PR01","Closed","Active","10","FY1","","","Non-Enrol","10","10","","",""
"3720","106373","1","23623","TU01","Open","Active","10","1","","","Non-Enrol","91","90","","",""
"3720","104368","1","23348","PR02","Open","Active","10","1","","","Non-Enrol","32","31","","",""
"3710","103085","1","14897","PR01","Open","Active","10","1","","","Non-Enrol","5","1","","",""
"3720","008146","1","23549","TU14","Closed","Stop Enrl","10","FY2","","","Non-Enrol","12","0","","",""
"3720","108670","1","22356","WR05","Closed","Active","10","1","","","Non-Enrol","35","35","","",""
"3720","008880","1","28646","PR13","Closed","Active","10","1","","","Non-Enrol","5","5","","",""
"3720","105877","1","28307","TU04","Closed","Active","14","1","","","Non-Enrol","18","18","","",""
"3710","102171","1","18645","SE01","Open","Active","10","FY1","","","Non-Enrol","30","21","","",""
"3710","006378","1","12581","TU06","Open","Active","10","1","","","Non-Enrol","20","13","","",""
"3710","105064","1","14087","TU15","Closed","Active","10","1","","","Non-Enrol","20","20","","",""
"3710","007263","1","10030","SG03","Open","Active","10","1","","","Non-Enrol","40","35","","",""
"3705","107402","1","92355","LE01","Open","Active","10","S04","","","Non-Enrol","15","7","","",""
"3720","008570","1","23798","LE01","Open","Active","10","FY2","","","Non-Enrol","178","175","","",""
"3720","107052","1","22146","TU13","Closed","Active","10","1","","","Non-Enrol","24","24","","",""
"3710","103127","1","19014","LA05","Open","Active","10","1","","","Non-Enrol","16","15","","",""
"3720","108135","1","22208","SG03","Open","Active","10","1","","","Non-Enrol","55","52","","",""
"3710","108235","1","15105","WR04","Open","Active","10","1","","","Non-Enrol","20","2","","",""
"3744","105819","1","42060","TU01","Open","Active","10","1","","","Non-Enrol","5","1","","",""
"3720","106134","1","22624","TU04","Open","Active","10","1","","","Non-Enrol","5","4","","",""
"3720","003643","1","23313","WR05","Open","Active","10","1","","","Non-Enrol","18","15","","",""
"3710","108235","1","14905","WR12","Open","Active","10","1","","","Non-Enrol","20","4","","",""
"3710","108522","1","14426","LE01","Open","Active","10","1","","","Non-Enrol","243","230","","",""
"3710","109099","1","18678","TU01","Open","Active","10","FY1","","","Non-Enrol","70","50","","",""
"3742","105772","1","40154","TU01","Open","Active","10","1","","","Non-Enrol","12","9","","",""
"3710","109009","1","11254","SG03","Open","Active","10","1","","","Non-Enrol","18","15","","",""
"3720","107052","1","22152","TU07","Open","Active","10","1","","","Non-Enrol","24","22","","",""
"3705","106371","1","92420","SE01","Closed","Active","10","LAS","","","Non-Enrol","25","25","","",""
"3710","104313","1","11774","TU04","Open","Active","10","1","","","Non-Enrol","3","2","","",""
"3710","107049","1","15460","SG01","Closed","Active","10","1","","","Non-Enrol","10","10","","",""
"3710","106122","1","13730","TU01","Open","Active","10","1","","","Non-Enrol","40","37","","",""
"3710","108226","1","18490","TU03","Open","Active","10","1","","","Non-Enrol","34","25","","",""
"3710","100225","1","11067","TU13","Open","Active","10","1","","","Non-Enrol","23","15","","",""
"3720","004242","1","21016","WR02","Open","Active","10","1","","","Non-Enrol","15","10","","",""
"3720","107031","1","22440","SG04","Open","Active","10","1","","","Non-Enrol","13","11","","",""
"3710","013637","1","15030","TU14","Closed","Active","10","1","","","Non-Enrol","21","21","","",""
"3710","106133","1","12732","TU03","Closed","Active","10","1","","","Non-Enrol","5","5","","",""
"3710","006001","1","11001","TU07","Open","Active","10","1","","","Non-Enrol","30","25","","",""
"3720","105111","1","23981","TU02","Closed","Active","10","1","","","Non-Enrol","20","20","","",""
"3710","106360","1","14367","LE01","Open","Active","10","1","","","Non-Enrol","140","137","","",""
"3720","108227","1","24824","TU02","Open","Active","10","1","","","Non-Enrol","34","31","","",""
"3720","008880","1","28643","PR09","Open","Active","10","1","","","Non-Enrol","5","3","","",""
"3710","108712","1","14347","TU10","Open","Active","10","1","","","Non-Enrol","24","23","","",""
"3720","104711","1","22090","TU03","Open","Active","10","1","","","Non-Enrol","36","22","","",""
"3720","103131","1","24657","PR01","Closed","Active","10","1","","","Non-Enrol","8","9","","",""
"3720","104277","1","21656","TU01","Closed","Active","10","1","","","Non-Enrol","16","16","","",""
"3710","106571","1","11990","WR06","Open","Active","10","1","","","Non-Enrol","10","0","","",""
"3720","101888","1","20508","LA23","Open","Active","10","1","","","Non-Enrol","10","9","","",""
"3710","108185","1","14754","TE03","Open","Active","10","1","","","Non-Enrol","10","0","","",""
"3710","108237","1","11797","WR13","Open","Active","10","1","","","Non-Enrol","20","4","","",""
"3710","104517","1","10869","WR01","Open","Active","10","1","","","Non-Enrol","18","16","","",""
"3720","106444","1","22011","TU03","Open","Active","10","FY2","","","Non-Enrol","9","8","","",""
"3710","104415","1","14572","PR20","Open","Active","10","1","","","Non-Enrol","12","9","","",""
"3720","003902","1","22075","TU03","Open","Active","10","1","","","Non-Enrol","34","33","","",""
"3710","105439","1","13073","TU08","Open","Active","18","1","","","Non-Enrol","24","22","","",""
"3720","108672","1","24213","TU06","Closed","Active","10","1","","","Non-Enrol","25","25","","",""
"3720","105877","1","24976","PR05","Open","Active","9999","1","","","Non-Enrol","70","58","","",""
"3720","107060","1","22161","TU05","Open","Active","10","1","","","Non-Enrol","22","20","","",""
"3710","104519","1","10888","TU01","Open","Active","10","1","","","Non-Enrol","12","1","","",""
"3710","103198","1","19096","SE06","Open","Active","10","1","","","Non-Enrol","14","13","","",""
"3720","106376","1","23731","TU02","Open","Active","10","1","","","Non-Enrol","35","31","","",""
"3720","105112","1","24036","TU01","Open","Active","10","1","","","Non-Enrol","20","17","","",""
"3710","019786","1","13601","LE01","Open","Active","10","1","","","Non-Enrol","400","381","","",""
"3710","100499","1","15184","LE01","Open","Active","10","FY1","","","Non-Enrol","38","37","","",""
"3720","105877","1","24821","WR04","Open","Active","9999","1","","","Non-Enrol","54","38","","",""
"3710","013637","1","15023","TU07","Open","Active","10","1","","","Non-Enrol","22","20","","",""
"3720","103260","1","24416","LE01","Open","Active","10","1","","","Non-Enrol","250","244","","",""
"3720","108280","1","23606","PR03","Closed","Active","10","1","","","Non-Enrol","40","42","","",""
"3720","106304","1","22127","WR02","Open","Active","10","1","","","Non-Enrol","28","26","","",""
"3720","102825","1","24729","PR01","Open","Active","10","1","","","Non-Enrol","32","27","","",""
"3710","106571","1","18549","WR01","Open","Active","10","1","","","Non-Enrol","10","0","","",""
"3710","103549","1","12731","TU05","Open","Active","10","1","","","Non-Enrol","3","0","","",""
"3710","105410","1","11033","TU02","Open","Active","10","1","","","Non-Enrol","20","19","","",""
"3720","107212","1","21090","TU13","Open","Active","10","1","","","Non-Enrol","23","22","","",""
"3710","106031","1","14127","TU11","Closed","Stop Enrl","10","1","","","Non-Enrol","17","0","","",""
"3710","006794","1","19068","TU05","Open","Active","10","1","","","Non-Enrol","6","5","","",""
"3710","107048","1","15406","PB04","Closed","Active","10","1","","","Non-Enrol","10","10","","",""
"3710","003718","1","12539","PR02","Open","Active","10","1","","","Non-Enrol","70","31","","",""
"3710","108926","1","12999","TU01","Open","Active","10","1","","","Non-Enrol","20","18","","",""
"3715","108822","1","95058","SG01","Open","Active","10","1","","","Non-Enrol","50","23","","",""
"3720","104271","1","22760","TU06","Open","Active","10","1","","","Non-Enrol","10","6","","",""
"3720","106987","1","22747","LE01","Closed","Active","10","1","","","Non-Enrol","60","60","","",""
"3720","108969","1","22045","TU05","Closed","Active","10","1","","","Non-Enrol","30","30","","",""
"3720","009829","1","21970","PR01","Open","Active","10","1","","","Non-Enrol","60","56","","",""
"3720","104818","1","22850","TU02","Open","Active","10","1","","","Non-Enrol","23","16","","",""
"3720","104417","1","24487","PR04","Open","Active","10","1","","","Non-Enrol","8","6","","",""
"3720","106146","1","22055","TU03","Closed","Active","10","1","","","Non-Enrol","18","18","","",""
"3744","105757","1","42075","TU01","Open","Active","10","1","","","Non-Enrol","10","3","","",""
"3720","104457","1","24475","PR02","Open","Active","10","1","","","Non-Enrol","10","8","","",""
"3710","103260","1","14504","LE01","Open","Active","10","1","","","Non-Enrol","184","178","","",""
"3720","108366","1","21912","TU04","Closed","Active","14","1","","","Non-Enrol","20","20","","",""
"3720","109011","1","23804","TU10","Open","Tentative","10","1","","","Non-Enrol","13","0","","",""
"3710","107591","1","12838","PR02","Open","Active","10","1","","","Non-Enrol","30","28","","",""
"3710","106184","1","18707","LE06","Open","Active","15","FY1","","","Non-Enrol","14","10","","",""
"3710","004967","1","10602","LA05","Open","Active","10","1","","","Non-Enrol","25","24","","",""
"3720","005704","1","28924","TU14","Open","Tentative","10","1","","","Non-Enrol","20","0","","",""
"3710","108245","1","18554","WR02","Closed","Active","10","1","","","Non-Enrol","5","5","","",""
"3720","108837","1","28352","TU03","Open","Tentative","10","1","","","Non-Enrol","15","0","","",""
"3720","105070","1","24083","TU10","Closed","Active","10","1","","","Non-Enrol","20","20","","",""
"3720","101504","1","20450","LA01","Open","Active","10","FY2","","","Non-Enrol","38","27","","",""
"3710","104833","1","12695","TU03","Open","Active","10","1","","","Non-Enrol","23","20","","",""
"3705","106521","1","92020","WR01","Open","Active","10","1","","","Non-Enrol","50","19","","",""
"3710","104406","2","11669","PR03","Closed","Tentative","10","1","","","Non-Enrol","10","0","","",""
"3720","002137","1","21774","LA26","Open","Active","10","1","","","Non-Enrol","10","5","","",""
"3710","104101","1","10581","PR03","Open","Active","10","1","","","Non-Enrol","5","4","","",""
"3710","104402","2","11613","PR03","Closed","Tentative","10","1","","","Non-Enrol","10","0","","",""
"3710","106275","1","10628","TU01","Closed","Active","10","1","","","Non-Enrol","0","0","","",""
"3742","105760","1","40102","TU01","Open","Active","10","1","","","Non-Enrol","5","1","","",""
"3720","108077","1","20995","SE03","Closed","Active","10","1","","","Non-Enrol","24","24","","",""
"3710","019786","1","13086","LA04","Open","Active","10","1","","","Non-Enrol","42","38","","",""
"3710","109016","1","12852","LE01","Open","Active","10","1","","","Non-Enrol","280","252","","",""
"3720","105012","1","25087","SG19","Closed","Active","19","1","","","Non-Enrol","15","15","","",""
"3720","105570","1","23699","TU11","Closed","Active","10","FY2","CL01","","Non-Enrol","6","6","","",""
"3710","104441","1","13386","PR06","Open","Active","10","1","","","Non-Enrol","8","4","","",""
"3710","107660","1","18555","WR01","Open","Active","10","1","","","Non-Enrol","10","0","","",""
"3720","105377","1","20915","TU05","Open","Active","10","1","","","Non-Enrol","20","19","","",""
"3710","105068","1","14132","TU04","Open","Active","10","1","","","Non-Enrol","20","17","","",""
"3720","101887","1","24456","LA09","Closed","Tentative","10","1","","","Non-Enrol","20","0","","",""
"3720","108147","1","22062","SG01","Open","Tentative","10","1","","","Non-Enrol","30","0","","",""
"3710","108112","1","10970","LE01","Open","Active","10","1","","","Non-Enrol","80","49","","",""
"3710","104377","1","11143","PR01","Closed","Active","10","FY1","","","Non-Enrol","73","73","","",""
"3720","109038","1","21401","SG05","Open","Active","10","1","","","Non-Enrol","15","6","","",""
"3720","107265","1","23636","WR02","Open","Active","10","1","","","Non-Enrol","10","7","","",""
"3710","104405","1","11629","PR05","Open","Active","10","1","","","Non-Enrol","8","6","","",""
"3710","106765","1","18545","WR02","Open","Active","10","1","","","Non-Enrol","10","0","","",""
"3710","104101","1","10582","PR04","Open","Active","10","1","","","Non-Enrol","5","4","","",""
"3720","106384","1","20504","TU04","Closed","Active","10","1","","","Non-Enrol","23","23","","",""
"3710","109009","2","18501","SG01","Closed","ToBeCancel","10","1","","","Non-Enrol","20","0","","",""
"3710","101894","1","12474","LA09","Closed","Active","10","1","","","Non-Enrol","12","12","","",""
"3720","102244","1","25093","WR02","Closed","Active","10","1","","","Non-Enrol","18","18","","",""
"3720","002137","1","21789","LA11","Closed","Active","10","1","","","Non-Enrol","10","10","","",""
"3720","104417","1","24484","PR07","Closed","Active","10","1","","","Non-Enrol","8","8","","",""
"3710","106031","1","14128","TU12","Closed","Stop Enrl","10","1","","","Non-Enrol","17","0","","",""
"3720","104880","1","21215","SG01","Closed","Active","10","1","","","Non-Enrol","30","30","","",""
"3720","008880","1","28638","PR04","Closed","Active","10","1","","","Non-Enrol","5","5","","",""
"3710","107155","1","12028","SG05","Open","Active","10","1","","","Non-Enrol","43","37","","",""
"3710","105876","1","11923","WR05","Open","Active","10","1","","","Non-Enrol","45","38","","",""
"3720","104707","1","22082","TU07","Closed","Tentative","10","1","","","Non-Enrol","18","0","","",""
"3720","104410","1","23902","PR13","Open","Active","10","1","","","Non-Enrol","16","5","","",""
"3710","104976","1","10787","TU04","Open","Active","10","1","","","Non-Enrol","36","31","","",""
"3720","109120","1","23445","TU01","Open","Active","10","1","","","Non-Enrol","20","1","","",""
"3720","104838","1","20836","TU05","Closed","Active","10","1","","","Non-Enrol","24","25","","",""
"3720","108238","1","25195","WR13","Open","Active","10","1","","","Non-Enrol","20","6","","",""
"3720","003241","1","21823","RE09","Closed","Active","10","FY2","","","Non-Enrol","14","14","","",""
"3710","108749","1","11140","TU01","Open","Active","10","FY1","","","Non-Enrol","45","22","","",""
"3720","109069","1","20634","WR01","Open","Active","10","1","","","Non-Enrol","25","17","","",""
"3720","105875","1","23706","TU02","Open","Active","10","1","","","Non-Enrol","20","19","","",""
"3720","108238","1","25189","WR05","Open","Active","10","1","","","Non-Enrol","20","1","","",""
"3710","105032","1","13516","TU09","Open","Active","10","1","","","Non-Enrol","16","9","","",""
"3710","104224","1","10618","SE01","Open","Active","10","FM2","","","Non-Enrol","5","0","","",""
"3710","004967","1","11306","LA01","Open","Active","10","1","","","Non-Enrol","25","24","","",""
"3720","108219","1","23853","WR01","Open","Active","10","1","","","Non-Enrol","25","4","","",""
"3720","105902","1","21904","LA01","Open","Active","10","1","","","Non-Enrol","12","10","","",""
